p3705,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,8,
p3706,1,0,1,0,0,8,10,1,3,6,11,8,1,11,0,8,
p3707,4,3,5,5,2,8,10,6,10,5,5,5,0,7,8,9,
p3708,4,9,6,7,5,8,7,3,5,6,6,7,3,9,9,9,
p3709,6,8,7,10,8,10,12,5,4,6,7,7,5,11,8,5,
p3710,6,11,6,8,4,3,9,1,7,10,10,6,1,11,3,4,
p3711,5,11,7,8,5,11,5,4,7,10,2,6,3,8,3,9,
p3712,5,10,8,8,7,7,7,3,6,10,7,9,3,8,3,8,
p3713,3,4,4,6,2,3,14,7,2,11,7,3,0,10,4,8,
p3714,4,8,4,6,5,6,7,8,6,6,6,7,2,8,7,9,
p3715,3,4,4,6,2,8,5,13,5,6,14,8,3,9,0,8,
p3716,2,7,4,5,4,7,8,3,5,5,7,10,3,11,7,8,
p3717,4,9,6,7,5,8,8,3,8,5,6,5,4,10,8,7,
p3718,3,2,4,4,2,4,4,5,8,2,1,6,0,7,1,6,
p3719,4,9,5,7,3,6,8,6,8,7,6,14,1,8,4,9,
p3720,4,7,6,5,4,8,8,3,6,10,5,7,3,8,3,7,
p3721,4,7,4,5,3,6,7,6,7,9,8,9,2,10,4,9,
p3722,1,0,2,1,0,7,9,3,2,7,12,8,2,10,0,8,
p3723,2,4,3,3,2,8,7,3,5,9,6,7,2,8,4,9,
p3724,4,11,6,8,4,6,11,2,3,7,11,9,2,10,1,9,
p3725,6,9,6,6,4,4,10,2,3,9,9,8,7,11,2,6,
p3726,11,15,10,9,5,9,7,6,6,2,10,6,6,7,3,6,
p3727,4,9,5,7,2,3,6,8,3,7,7,12,4,8,3,10,
p3728,2,3,4,5,1,8,8,4,2,6,13,8,3,10,0,8,
p3729,2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11,
p3730,2,3,3,2,2,8,6,6,4,7,8,8,6,5,2,8,
p3731,4,11,6,8,4,8,8,6,7,4,8,9,6,10,1,8,
p3732,6,10,7,7,4,10,5,4,8,11,4,8,2,9,5,10,
p3733,4,5,5,8,2,7,7,4,14,10,6,8,0,8,8,8,
p3734,5,8,8,6,4,4,10,4,4,10,11,9,6,8,1,7,
p3735,3,7,4,5,2,7,9,14,2,7,3,8,3,8,0,8,
p3736,2,3,2,1,1,5,11,4,4,10,8,5,1,9,3,7,
p3737,4,10,6,7,4,6,9,7,5,9,7,3,2,10,4,7,
p3738,4,8,4,5,2,4,7,8,2,7,6,11,4,8,2,11,
p3739,6,9,7,11,7,9,5,7,4,9,5,11,4,8,6,6,
p3740,3,4,3,7,1,0,1,5,6,0,0,7,0,8,0,8,
p3741,5,11,6,8,5,8,4,0,8,9,2,11,2,5,4,9,
p3742,5,6,7,4,4,4,10,3,3,9,9,8,5,8,1,7,
p3743,2,1,3,2,1,6,8,6,7,7,8,12,1,9,4,10,
p3744,6,9,9,7,7,8,7,2,4,9,7,8,8,7,2,8,
p3745,3,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8,
p3746,4,4,5,6,3,5,6,10,9,5,5,5,3,8,4,8,
p3747,3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8,
p3748,5,8,7,9,7,9,7,7,2,5,8,9,5,9,7,11,
p3749,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,
p3750,0,0,1,0,0,3,12,4,2,11,9,6,0,8,2,8,
p3751,3,8,5,6,4,7,7,3,8,6,6,8,3,8,6,7,
p3752,4,6,7,4,3,9,9,2,5,11,3,5,6,9,2,7,
p3753,4,5,5,4,4,7,7,6,6,7,6,8,3,8,3,8,
p3754,5,10,5,8,3,6,8,7,7,13,7,9,2,11,3,7,
p3755,1,1,2,1,1,5,11,7,1,9,6,4,1,9,3,8,
p3756,3,5,3,4,2,8,7,7,5,7,6,7,2,8,9,8,
p3757,3,6,4,4,2,5,5,1,9,6,2,10,0,7,2,7,
p3758,2,1,3,2,2,7,7,3,9,6,6,8,2,8,5,8,
p3759,4,9,6,6,5,6,8,6,6,6,4,9,3,6,6,9,
p3760,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,
p3761,0,3,1,2,0,7,7,1,6,13,6,8,0,8,0,7,
p3762,4,4,4,6,3,3,8,6,12,7,5,14,0,8,7,7,
p3763,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,8,
p3764,6,11,8,8,5,7,5,0,8,9,3,11,2,6,4,7,
p3765,3,2,3,3,2,8,8,7,5,8,5,7,2,8,8,8,
p3766,3,6,5,4,5,8,6,5,2,7,6,8,7,9,3,9,
p3767,5,9,7,7,7,7,8,5,5,6,8,9,7,7,8,7,
p3768,4,6,4,4,2,5,12,3,6,12,9,5,2,11,1,5,
p3769,3,6,5,4,2,7,4,5,3,13,9,14,1,6,1,6,
p3770,3,5,5,3,2,4,12,3,3,9,11,7,2,11,1,8,
p3771,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,
p3772,4,4,5,5,2,7,7,15,0,7,6,8,3,8,0,8,
p3773,4,8,6,6,4,9,5,2,7,10,3,9,4,7,5,11,
p3774,3,6,4,4,2,7,7,5,8,5,6,9,0,9,9,8,
p3775,4,7,5,5,4,9,8,5,3,7,5,7,3,7,8,4,
p3776,3,7,3,5,3,5,10,8,3,9,6,5,1,10,3,8,
p3777,4,8,6,6,3,5,4,1,10,7,2,11,0,7,3,7,
p3778,4,6,7,8,2,8,6,3,1,7,0,8,3,7,2,8,
p3779,2,1,3,2,1,8,6,10,1,6,9,8,7,5,0,8,
p3780,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,
p3781,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9,
p3782,5,5,7,8,8,7,6,4,3,7,7,7,7,11,5,6,
p3783,4,5,6,7,1,7,10,2,2,7,13,8,2,11,0,8,
p3784,3,6,4,4,4,8,7,6,6,7,6,8,3,8,3,8,
p3785,3,2,5,4,2,5,10,1,7,9,11,9,1,11,2,7,
p3786,3,5,5,4,3,7,7,3,10,6,6,8,3,8,6,8,
p3787,3,8,4,6,5,6,7,3,4,6,7,10,4,11,8,7,
p3788,3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,
p3789,5,10,7,8,8,8,7,5,7,7,6,5,2,8,6,10,
p3790,2,2,3,3,2,6,8,7,8,8,7,13,1,9,4,10,
p3791,4,10,6,8,6,6,10,5,5,10,8,3,1,10,4,6,
p3792,5,9,6,7,4,3,8,6,7,12,10,13,1,9,3,7,
p3793,11,15,14,8,5,10,5,4,4,14,1,7,6,6,0,7,
p3794,2,3,3,2,2,6,7,4,7,6,6,10,3,8,4,9,
p3795,3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8,
p3796,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7,
p3797,2,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,
p3798,5,6,6,5,5,5,6,3,6,7,7,11,5,11,7,8,
p3799,6,11,6,8,3,4,13,9,2,10,6,4,1,10,4,8,
p3800,7,12,6,7,3,12,2,3,1,10,4,11,4,4,4,9,
p3801,4,5,5,4,3,7,7,6,7,9,6,11,2,10,5,9,
p3802,5,8,7,6,6,8,8,7,7,7,6,7,3,8,4,7,
p3803,5,12,4,6,4,7,6,4,2,8,6,8,4,9,9,7,
p3804,5,10,6,8,4,6,6,8,7,8,5,13,2,9,5,9,
p3805,3,9,4,6,4,7,7,8,6,7,7,8,2,8,3,7,
p3806,4,7,5,5,5,9,6,5,4,7,8,7,3,9,8,4,
p3807,2,5,4,4,2,8,6,3,5,14,6,10,1,6,0,7,
p3808,2,2,3,4,2,8,9,5,2,5,8,10,2,9,5,9,
p3809,3,9,5,7,3,8,4,2,7,8,2,8,1,6,2,9,
p3810,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,
p3811,6,10,5,5,4,8,7,4,7,10,5,7,5,9,6,6,
p3812,4,11,6,8,7,9,7,4,5,10,4,6,4,7,3,8,
p3813,5,9,7,6,5,9,8,2,5,13,5,5,2,9,3,9,
p3814,5,11,7,8,1,8,11,2,2,7,13,8,1,11,0,8,
p3815,6,11,8,8,8,7,5,6,5,7,6,9,6,9,8,9,
p3816,12,14,12,8,5,9,10,4,3,5,10,7,10,12,2,6,
p3817,2,7,4,5,2,11,2,3,3,10,2,9,2,6,3,8,
p3818,1,3,2,1,1,6,4,1,7,7,2,9,0,7,2,8,
p3819,4,5,6,7,6,9,9,5,0,5,7,10,6,13,5,12,
p3820,2,6,3,4,3,5,10,7,4,7,4,9,2,6,5,11,
p3821,6,11,6,8,6,5,11,9,3,9,5,4,1,10,3,8,
p3822,3,8,5,5,1,7,10,3,2,7,13,8,2,11,0,8,
p3823,2,3,4,1,1,7,8,2,6,10,5,7,1,8,4,8,
p3824,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,
p3825,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,
p3826,4,7,6,10,8,8,11,4,2,5,8,11,5,14,8,13,
p3827,1,0,1,0,0,5,10,7,2,9,6,5,1,9,3,8,
p3828,2,5,3,3,2,6,7,6,6,6,6,11,2,9,4,9,
p3829,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,
p3830,6,10,8,8,7,7,7,3,6,6,6,8,6,7,13,10,
p3831,6,10,6,5,4,7,8,3,5,10,5,8,6,6,5,7,
p3832,5,10,6,8,5,7,8,8,6,7,8,8,2,8,3,8,
p3833,5,6,7,4,4,4,10,3,6,10,10,9,3,8,3,6,
p3834,2,6,4,4,1,8,8,4,2,6,13,8,3,10,0,8,
p3835,4,9,5,6,3,7,7,4,4,7,6,7,3,8,4,8,
p3836,4,9,4,4,2,5,11,2,6,11,8,5,2,8,3,5,
p3837,3,8,5,6,5,9,7,2,5,7,5,6,3,9,6,8,
p3838,5,7,7,6,6,6,7,3,4,6,4,9,5,5,9,7,
p3839,7,10,9,8,8,7,7,7,4,7,6,9,4,8,11,1,
p3840,1,1,2,2,1,10,6,2,5,11,4,8,1,7,1,7,
p3841,2,3,4,2,2,7,6,6,5,6,6,9,2,9,4,9,
p3842,10,13,12,7,5,3,11,6,3,14,12,9,6,9,0,8,
p3843,2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,8,
p3844,2,3,4,2,2,7,8,2,9,12,7,7,1,8,5,7,
p3845,3,6,4,4,3,8,2,2,2,7,2,8,2,6,2,7,
p3846,7,10,8,8,4,4,8,6,9,12,9,13,2,9,3,7,
p3847,3,6,4,4,2,6,11,4,5,12,7,4,2,10,2,6,
p3848,3,2,3,3,2,4,4,5,7,2,1,6,1,7,1,6,
p3849,3,5,6,4,3,5,8,2,7,10,9,10,3,8,3,7,
p3850,4,5,5,7,3,9,9,8,6,5,8,9,3,7,6,10,
p3851,6,9,5,5,4,8,4,5,2,9,6,9,4,8,7,8,
p3852,7,11,7,6,4,9,5,3,8,11,4,9,3,6,7,9,
p3853,3,4,6,3,3,9,7,3,6,10,3,7,4,6,4,8,
p3854,4,8,5,6,2,5,9,7,8,12,9,11,1,10,3,7,
p3855,5,5,8,4,4,6,6,3,4,10,9,10,10,5,3,9,
p3856,3,5,4,4,2,8,7,3,9,6,6,8,2,8,6,8,
p3857,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8,
p3858,2,1,2,1,1,7,9,5,3,7,6,7,4,8,1,7,
p3859,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,
p3860,4,9,5,7,3,8,6,6,9,5,6,8,0,9,9,8,
p3861,3,3,3,2,1,5,12,3,7,11,9,4,1,10,2,5,
p3862,2,4,5,3,2,7,7,2,9,12,6,8,1,8,5,8,
p3863,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,
p3864,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,
p3865,4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,
p3866,3,2,5,3,3,7,7,6,6,7,6,8,3,8,3,8,
p3867,3,8,4,6,2,8,5,8,9,8,4,12,1,9,5,10,
p3868,4,6,5,4,4,6,7,4,6,7,6,6,6,7,4,8,
p3869,6,12,4,6,2,11,3,4,6,11,2,7,3,8,3,12,
p3870,6,9,7,6,4,6,7,4,7,11,9,9,3,9,5,4,
p3871,6,9,8,6,7,9,8,3,6,10,5,5,3,7,5,9,
p3872,4,10,6,8,4,7,4,1,7,8,2,10,1,6,3,8,
p3873,3,5,5,4,2,4,10,1,8,10,10,5,3,11,5,3,
p3874,3,4,4,3,2,7,7,7,4,9,6,8,3,8,3,8,
p3875,3,7,4,5,2,7,4,2,6,7,2,8,1,6,2,8,
p3876,4,8,5,6,4,3,4,4,7,2,0,8,0,6,1,6,
p3877,4,8,6,6,5,7,8,8,6,9,7,4,4,9,3,7,
p3878,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,
p3879,4,10,5,8,6,8,6,7,6,6,6,6,2,8,7,9,
p3880,4,7,6,5,8,9,6,5,2,7,6,8,10,10,2,7,
p3881,6,9,9,8,10,7,6,3,4,7,5,8,8,9,6,7,
p3882,5,10,6,8,3,7,6,8,8,6,6,8,2,8,6,11,
p3883,4,8,5,6,4,8,7,8,5,7,7,9,3,8,3,8,
p3884,1,0,1,0,0,3,11,4,2,11,8,6,0,8,2,8,
p3885,3,2,4,3,2,6,12,3,7,8,11,7,2,11,1,7,
p3886,7,10,10,8,6,5,7,3,5,10,10,10,8,5,3,7,
p3887,2,9,3,6,2,14,3,4,4,13,1,8,0,7,0,8,
p3888,5,8,6,6,4,6,9,6,5,8,7,9,6,9,1,7,
p3889,3,6,4,4,3,7,8,7,4,9,7,8,3,8,2,8,
p3890,5,10,4,5,2,9,3,1,5,8,1,7,2,7,4,10,
p3891,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,
p3892,5,10,7,8,5,6,11,1,6,13,7,5,1,10,2,7,
p3893,4,8,5,10,5,10,11,6,2,3,8,12,3,10,6,10,
p3894,2,3,3,2,1,6,9,5,5,7,9,9,3,10,1,8,
p3895,1,0,2,1,1,8,7,6,4,6,6,8,2,8,3,8,
p3896,10,13,8,8,4,8,8,4,7,13,4,6,2,7,7,8,
p3897,3,1,4,2,2,7,7,5,6,7,6,9,3,7,4,8,
p3898,6,10,5,6,3,6,6,4,4,6,7,8,5,5,2,8,
p3899,6,10,7,8,7,6,10,6,5,9,6,8,2,10,8,10,
p3900,5,11,7,8,5,7,7,3,13,9,6,8,0,8,8,8,
p3901,4,10,6,8,4,7,8,3,9,6,5,6,4,10,8,6,
p3902,2,7,4,5,2,5,9,1,6,9,12,9,1,11,2,7,
p3903,5,11,5,8,4,6,6,10,7,6,7,7,2,8,9,10,
p3904,3,1,5,3,2,8,7,4,9,6,6,8,2,8,6,8,
p3905,6,11,6,6,4,12,3,5,2,11,3,10,6,4,4,10,
p3906,6,8,6,6,3,6,11,2,9,12,9,4,1,11,3,4,
p3907,4,8,5,6,3,3,9,6,12,7,5,14,0,8,7,7,
p3908,5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,11,
p3909,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,
p3910,3,6,4,4,2,8,6,12,1,5,9,8,7,6,0,8,
p3911,1,2,2,2,1,8,8,5,2,8,7,10,2,9,3,9,
p3912,2,1,3,2,1,9,12,2,2,5,10,9,2,11,0,8,
p3913,3,2,4,4,4,7,7,5,5,7,6,6,2,8,6,10,
p3914,6,8,6,6,3,3,12,4,4,10,12,7,2,10,1,8,
p3915,3,8,4,6,2,8,5,4,8,13,5,12,1,6,1,7,
p3916,3,2,3,3,2,8,8,7,5,7,5,7,2,8,9,8,
p3917,8,14,6,8,4,5,5,3,8,10,4,13,3,6,6,7,
p3918,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6,
p3919,5,6,5,4,3,4,8,5,7,9,8,9,3,9,3,5,
p3920,2,4,2,3,1,4,4,4,8,2,1,6,0,7,1,6,
p3921,4,5,6,4,4,9,8,3,4,6,7,7,4,9,4,6,
p3922,5,9,5,6,2,7,4,14,5,7,14,8,3,9,0,8,
p3923,4,9,6,6,3,9,9,2,6,14,5,4,1,10,3,10,
p3924,3,5,5,5,4,7,4,4,4,5,3,7,3,7,4,8,
p3925,7,13,7,7,5,10,6,4,5,10,2,7,6,7,6,8,
p3926,2,7,4,5,2,5,11,2,7,10,9,5,1,10,3,5,
p3927,3,5,5,4,4,7,8,3,4,7,8,8,5,10,3,6,
p3928,3,4,4,5,3,8,8,5,2,8,7,10,2,9,4,8,
p3929,6,9,6,5,5,7,7,3,4,7,5,9,5,8,6,7,
p3930,4,6,5,4,2,8,8,4,8,11,8,7,2,10,5,6,
p3931,6,9,7,4,3,6,9,5,5,4,4,10,8,7,2,8,
p3932,8,14,8,8,6,9,4,5,4,10,6,12,9,2,7,11,
p3933,3,4,4,3,1,5,11,2,7,11,9,4,1,10,2,5,
p3934,2,3,3,2,2,8,8,3,5,9,4,7,2,7,3,10,
p3935,4,6,5,4,3,11,7,4,5,10,1,4,5,9,1,7,
p3936,3,5,5,4,3,7,7,3,9,6,6,8,3,8,6,8,
p3937,6,9,8,7,7,6,7,8,6,7,5,6,3,8,3,8,
p3938,2,3,4,1,1,6,10,3,5,13,7,5,1,9,1,7,
p3939,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5,
p3940,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,6,
p3941,5,9,7,7,5,8,4,1,8,9,2,10,1,6,3,9,
p3942,7,10,7,8,4,7,10,2,10,11,9,4,3,9,5,5,
p3943,1,1,2,1,0,8,7,2,10,9,6,8,0,8,6,8,
p3944,4,8,6,6,3,7,11,2,3,5,11,9,2,10,1,8,
p3945,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,
p3946,3,3,5,5,2,6,4,3,1,6,1,8,3,7,2,7,
p3947,4,8,6,6,6,5,11,2,2,7,8,8,7,11,1,8,
p3948,3,5,5,4,3,6,4,4,4,5,4,7,3,5,5,7,
p3949,5,9,5,6,3,2,11,4,4,11,12,8,2,10,1,7,
p3950,6,9,9,7,5,7,9,2,5,10,6,6,6,9,1,8,
p3951,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,
p3952,2,4,3,3,2,10,6,3,5,10,3,7,2,7,3,10,
p3953,6,11,8,8,8,8,6,5,5,6,7,8,8,6,2,7,
p3954,9,9,13,8,14,6,6,5,4,6,5,8,15,11,7,9,
p3955,3,7,5,5,2,9,7,1,8,10,4,7,3,8,3,8,
p3956,2,2,3,3,2,5,11,3,5,11,9,5,1,10,3,6,
p3957,2,2,3,3,2,7,7,7,4,7,6,8,2,8,3,8,
p3958,4,5,5,7,2,7,5,14,5,7,14,8,3,9,0,8,
p3959,2,0,2,1,0,3,13,5,2,11,8,5,0,8,2,7,
p3960,7,13,6,8,5,7,6,4,3,8,6,8,4,9,9,7,
p3961,3,2,5,3,2,7,8,5,7,5,9,9,5,10,1,7,
p3962,5,6,6,8,3,9,9,8,7,5,8,10,3,8,5,10,
p3963,6,10,6,8,4,5,12,4,6,12,9,4,2,12,2,4,
p3964,2,1,3,2,1,7,7,5,9,6,6,9,1,8,7,8,
p3965,4,8,5,6,1,7,7,5,4,7,6,8,3,8,4,8,
p3966,6,7,8,5,6,6,7,3,4,9,8,9,8,6,3,8,
p3967,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,
p3968,11,14,11,8,8,6,9,3,5,10,5,9,7,6,5,6,
p3969,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,
p3970,3,9,5,7,5,6,9,4,5,9,8,4,1,10,4,7,
p3971,4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6,
p3972,2,3,3,2,1,7,10,4,3,12,5,3,1,10,2,8,
p3973,2,6,3,4,2,9,9,5,9,5,5,5,0,7,8,8,
p3974,2,1,3,2,1,6,10,5,4,10,7,3,1,9,4,6,
p3975,2,4,3,3,2,8,6,6,3,9,5,8,2,8,2,8,
p3976,4,6,5,4,5,8,5,5,2,7,5,8,8,8,3,9,
p3977,4,7,4,5,2,7,6,5,9,5,6,9,0,9,9,8,
p3978,3,5,3,6,3,8,8,5,2,8,8,10,3,8,5,8,
p3979,2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7,
p3980,3,5,4,8,7,8,7,5,0,6,6,9,7,10,6,12,
p3981,2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11,
p3982,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,
p3983,2,3,4,2,1,9,6,2,8,10,3,7,2,8,2,8,
p3984,3,7,4,7,4,8,9,6,4,6,9,9,2,8,5,9,
p3985,6,11,8,9,8,10,7,5,4,7,5,7,4,8,10,5,
p3986,4,8,6,6,6,8,8,3,7,7,7,7,1,9,10,8,
p3987,4,3,5,4,2,8,7,8,7,6,6,9,3,8,4,8,
p3988,6,9,8,7,4,3,13,4,5,13,9,4,1,10,2,6,
p3989,1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8,
p3990,6,11,8,8,12,8,7,4,4,6,7,8,8,8,6,7,
p3991,2,5,3,4,2,6,7,5,5,9,7,10,2,9,4,10,
p3992,3,5,5,5,4,8,7,4,4,6,7,7,4,8,1,6,
p3993,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,8,
p3994,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,
p3995,2,4,3,3,2,9,7,1,7,11,5,8,2,8,4,10,
p3996,5,8,7,6,6,8,8,6,6,9,5,4,5,8,4,9,
p3997,3,9,4,6,2,1,13,5,4,12,10,7,0,8,2,6,
p3998,8,8,6,11,5,7,7,4,3,11,6,8,3,9,11,6,
p3999,4,7,5,5,4,5,11,8,3,10,7,3,2,11,3,7,
p4000,5,7,7,5,5,9,7,3,5,10,3,7,3,6,4,10,
p4001,3,4,5,3,3,8,7,3,5,9,4,7,3,7,4,10,
p4002,5,5,6,8,4,6,9,10,5,6,5,8,3,8,6,11,
p4003,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,
p4004,5,10,5,5,4,9,6,3,6,10,4,7,5,8,7,7,
p4005,3,4,5,7,1,8,8,4,3,6,14,8,3,9,0,8,
p4006,7,10,9,7,7,6,6,9,5,6,6,9,3,7,6,13,
p4007,2,1,2,1,2,7,7,7,5,6,6,7,1,8,7,8,
p4008,2,4,4,5,2,7,4,3,1,7,1,8,2,7,2,8,
p4009,2,1,2,2,1,5,9,3,4,9,8,4,1,9,3,7,
p4010,4,7,6,5,4,7,7,3,8,11,7,9,2,9,5,8,
p4011,5,10,7,8,6,6,8,8,6,8,6,7,3,7,3,8,
p4012,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,
p4013,4,8,5,6,4,7,7,13,1,6,6,8,5,8,0,8,
p4014,4,7,5,5,6,7,7,3,5,6,7,11,6,11,6,5,
p4015,3,7,5,5,3,7,4,1,7,8,2,9,1,6,2,8,
p4016,4,7,5,5,4,7,9,8,4,7,8,8,3,8,3,8,
p4017,1,4,2,3,1,7,4,1,7,7,2,10,0,7,2,8,
p4018,4,6,4,4,3,6,7,8,6,7,6,6,2,8,9,10,
p4019,4,8,6,6,4,8,6,2,9,11,4,10,2,7,7,9,
p4020,7,11,10,8,8,10,6,1,6,10,3,8,6,8,6,11,
p4021,4,7,5,5,4,8,8,7,4,7,7,6,4,9,3,7,
p4022,5,9,6,7,3,6,7,7,7,10,8,10,2,9,4,9,
p4023,3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,
p4024,5,11,8,8,7,8,7,3,6,10,5,8,3,9,4,8,
p4025,3,3,5,2,2,7,8,3,6,10,7,8,3,8,3,8,
p4026,5,10,3,14,4,10,7,2,4,10,5,6,3,8,6,10,
p4027,1,1,2,1,1,9,11,1,6,6,11,7,1,11,1,8,
p4028,4,5,5,3,2,5,11,2,9,12,9,5,0,10,2,4,
p4029,5,7,6,5,6,7,10,5,4,8,6,8,2,9,7,11,
p4030,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,
p4031,7,9,9,8,8,5,8,3,5,7,8,10,8,8,4,8,
p4032,5,9,4,5,3,8,10,3,4,11,5,4,3,10,7,7,
p4033,4,9,6,7,5,8,6,3,5,6,7,7,2,8,9,9,
p4034,7,15,8,8,5,6,8,2,8,11,7,8,4,9,4,6,
p4035,3,9,6,7,4,12,3,2,2,9,2,9,2,6,2,8,
p4036,2,3,2,1,2,7,8,5,5,7,5,6,1,8,5,9,
p4037,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,
p4038,5,9,6,6,4,6,7,4,7,10,10,9,2,9,5,5,
p4039,4,5,5,7,4,11,5,4,5,10,3,9,2,6,6,10,
p4040,6,10,8,8,6,8,9,3,5,13,5,3,1,10,3,9,
p4041,7,11,10,8,10,8,7,5,5,6,7,7,11,8,4,6,
p4042,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,
p4043,5,9,7,7,5,7,7,9,4,7,6,8,3,8,3,8,
p4044,7,10,7,8,5,7,7,8,6,9,7,10,4,7,5,5,
p4045,5,9,7,7,6,6,8,6,6,6,5,8,3,6,6,9,
p4046,2,3,3,2,1,7,10,4,4,12,5,3,1,10,2,8,
p4047,3,5,4,3,2,8,7,2,7,10,6,8,1,9,5,8,
p4048,4,7,4,5,3,3,8,7,2,7,6,11,3,8,2,11,
p4049,2,2,3,3,2,4,4,4,7,2,1,6,1,7,1,6,
p4050,5,5,5,8,2,1,14,5,3,12,10,5,0,8,2,5,
p4051,6,9,6,7,7,4,9,2,3,9,8,8,7,11,2,7,
p4052,3,3,3,4,2,8,6,11,1,6,9,8,7,6,0,8,
p4053,5,10,7,7,5,8,7,7,9,6,5,4,3,8,4,7,
p4054,6,7,6,5,4,7,11,4,2,8,7,6,7,12,3,6,
p4055,4,8,5,7,3,8,7,8,6,6,7,8,3,8,5,9,
p4056,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7,
p4057,3,7,4,5,2,7,7,4,4,7,6,8,3,8,4,8,
p4058,1,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10,
p4059,3,6,4,4,2,6,7,6,7,7,6,12,1,8,4,10,
p4060,3,4,4,3,3,8,7,5,6,7,6,6,2,8,6,10,
p4061,4,8,6,6,6,7,6,6,2,7,7,8,6,8,4,10,
p4062,5,9,7,7,11,10,7,5,2,7,7,8,13,10,3,6,
p4063,3,4,4,2,3,8,7,6,6,7,6,8,6,8,4,7,
p4064,2,5,4,3,2,8,7,2,9,11,6,8,1,7,6,7,
p4065,3,5,5,3,3,8,10,3,4,12,4,2,1,10,3,8,
p4066,4,6,6,4,2,5,8,4,1,7,9,8,8,9,0,8,
p4067,7,10,7,5,4,6,9,3,7,11,10,8,4,14,4,6,
p4068,3,5,3,3,2,5,12,5,6,11,9,3,1,10,3,5,
p4069,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8,
p4070,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,9,
p4071,3,4,4,3,2,7,7,5,5,6,5,6,2,7,4,8,
p4072,3,5,5,4,3,9,6,4,7,9,4,6,2,8,3,8,
p4073,1,3,2,2,1,7,7,4,7,6,6,8,1,8,6,8,
p4074,4,10,5,8,2,5,7,7,10,7,5,14,1,9,4,9,
p4075,3,6,3,4,1,3,7,7,3,7,6,11,4,8,2,11,
p4076,9,11,12,8,8,7,7,3,6,10,7,9,3,8,4,8,
p4077,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,
p4078,8,12,7,6,5,7,6,3,3,8,5,7,4,9,9,7,
p4079,5,9,6,6,4,6,8,4,6,10,9,8,2,8,5,5,
p4080,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,
p4081,3,9,5,6,4,8,8,8,4,7,8,8,3,8,3,8,
p4082,5,10,7,8,7,7,7,3,7,6,6,7,7,8,6,10,
